country,value,year
BRA,5.48E+01,1993
CHL,4.69E+01,1993
CHN,4.45E+01,1993
EGY,6.85E+01,1993
DEU,2.39E+01,1993
HKG,2.88E+01,1993
IND,6.19E+01,1993
IDN,5.69E+01,1993
JPN,2.41E+01,1993
KOR,3.38E+01,1993
MYS,6.06E+01,1993
MEX,6.26E+01,1993
PHL,7.12E+01,1993
RUS,3.35E+01,1993
ZAF,6.27E+01,1993
LKA,4.81E+01,1993
THA,4.28E+01,1993
TUR,5.69E+01,1993
GBR,2.98E+01,1993
USA,3.33E+01,1993
ARG,4.82E+01,1994
BRA,5.34E+01,1994
CHL,4.68E+01,1994
CHN,4.42E+01,1994
EGY,6.75E+01,1994
DEU,2.40E+01,1994
HKG,2.81E+01,1994
IND,6.11E+01,1994
IDN,5.55E+01,1994
JPN,2.35E+01,1994
KOR,3.30E+01,1994
MYS,5.98E+01,1994
MEX,6.14E+01,1994
PHL,7.05E+01,1994
RUS,3.29E+01,1994
ZAF,6.11E+01,1994
LKA,4.69E+01,1994
THA,4.18E+01,1994
TUR,5.55E+01,1994
GBR,3.00E+01,1994
USA,3.34E+01,1994
ARG,4.75E+01,1995
BRA,5.20E+01,1995
CHL,4.66E+01,1995
CHN,4.37E+01,1995
EGY,6.63E+01,1995
DEU,2.40E+01,1995
HKG,2.74E+01,1995
IND,6.02E+01,1995
IDN,5.41E+01,1995
JPN,2.31E+01,1995
KOR,3.23E+01,1995
MYS,5.89E+01,1995
MEX,6.03E+01,1995
PHL,6.98E+01,1995
RUS,3.21E+01,1995
ZAF,5.94E+01,1995
LKA,4.58E+01,1995
THA,4.07E+01,1995
TUR,5.41E+01,1995
GBR,3.01E+01,1995
USA,3.33E+01,1995
ARG,4.69E+01,1996
BRA,5.06E+01,1996
CHL,4.61E+01,1996
CHN,4.29E+01,1996
EGY,6.51E+01,1996
DEU,2.39E+01,1996
HKG,2.67E+01,1996
IND,5.94E+01,1996
IDN,5.26E+01,1996
JPN,2.26E+01,1996
KOR,3.16E+01,1996
MYS,5.79E+01,1996
MEX,5.92E+01,1996
PHL,6.90E+01,1996
RUS,3.11E+01,1996
ZAF,5.78E+01,1996
LKA,4.46E+01,1996
THA,3.95E+01,1996
TUR,5.29E+01,1996
GBR,3.01E+01,1996
USA,3.32E+01,1996
ARG,4.64E+01,1997
BRA,4.92E+01,1997
CHL,4.55E+01,1997
CHN,4.20E+01,1997
EGY,6.39E+01,1997
DEU,2.38E+01,1997
HKG,2.61E+01,1997
IND,5.85E+01,1997
IDN,5.11E+01,1997
JPN,2.23E+01,1997
KOR,3.09E+01,1997
MYS,5.68E+01,1997
MEX,5.83E+01,1997
PHL,6.83E+01,1997
RUS,2.99E+01,1997
ZAF,5.62E+01,1997
LKA,4.33E+01,1997
THA,3.82E+01,1997
TUR,5.17E+01,1997
GBR,2.99E+01,1997
USA,3.30E+01,1997
ARG,4.60E+01,1998
BRA,4.79E+01,1998
CHL,4.47E+01,1998
CHN,4.09E+01,1998
EGY,6.27E+01,1998
DEU,2.35E+01,1998
HKG,2.55E+01,1998
IND,5.76E+01,1998
IDN,4.96E+01,1998
JPN,2.19E+01,1998
KOR,3.03E+01,1998
MYS,5.56E+01,1998
MEX,5.75E+01,1998
PHL,6.76E+01,1998
RUS,2.87E+01,1998
ZAF,5.46E+01,1998
LKA,4.22E+01,1998
THA,3.69E+01,1998
TUR,5.05E+01,1998
GBR,2.97E+01,1998
USA,3.28E+01,1998
ARG,4.55E+01,1999
BRA,4.67E+01,1999
CHL,4.38E+01,1999
CHN,3.95E+01,1999
EGY,6.13E+01,1999
DEU,2.32E+01,1999
HKG,2.49E+01,1999
IND,5.66E+01,1999
IDN,4.84E+01,1999
JPN,2.17E+01,1999
KOR,2.98E+01,1999
MYS,5.43E+01,1999
MEX,5.67E+01,1999
PHL,6.68E+01,1999
RUS,2.74E+01,1999
ZAF,5.31E+01,1999
LKA,4.11E+01,1999
THA,3.58E+01,1999
TUR,4.94E+01,1999
GBR,2.95E+01,1999
USA,3.25E+01,1999
ARG,4.49E+01,2000
BRA,4.56E+01,2000
CHL,4.28E+01,2000
CHN,3.79E+01,2000
