indicator,value,year
SPPOPTOTL,24.69635628,1969
SPPOP0014TOZS,98.17518248,1969
SPPOP1564TOZS,3.10880829,1969
SPPOP65UPTOZS,0,1969
ENPOPDNST,24.4553906,1969
SPPOPGROW,67.05163043,1969
ENURBLCTY,30.33980583,1969
ENURBLCTYURZS,93.10344828,1969
SPPOPTOTLFEZS,20,1969
SEPRMDURS,1,1969
SEPRMAGES,1,1969
SPRURTOTL,98.17184644,1969
SPRURTOTLZS,79.63963964,1969
SESECDURS,1,1969
SESECAGES,1,1969
AGSRFTOTLK2,0,1969
SPDYNTO65FEZS,29.45205479,1969
SPDYNTO65MAZS,15.85903084,1969
ITMLTMAIN,1.057314313,1969
ITMLTMAINP2,1.562658668,1969
SPURBTOTL,15.2394775,1969
SPURBTOTLINZS,20.36036036,1969
SPURBGROW,87.18515245,1969
NYADJDNGYCD,0,1970
NYADJDMINCD,1.404310073,1970
SPADOTFRT,45.59160931,1970
SPPOPDPND,92.92929293,1970
SPPOPDPNDOL,1.333333333,1970
SPPOPDPNDYG,94.23728814,1970
SPDYNCBRTIN,63.53276353,1970
AGPRDCROPXD,25.36467922,1970
SPDYNCDRTIN,32.25806452,1970
SPDYNTFRTIN,67.91338583,1970
AGPRDFOODXD,13.96595943,1970
AGLNDTOTLK2,100,1970
SPDYNLE00FEIN,32.1799308,1970
SPDYNLE00MAIN,26.76579926,1970
SPDYNLE00IN,29.390681,1970
AGPRDLVSKXD,6.111362608,1970
ITCELSETS,0,1970
ITCELSETSP2,0,1970
SPPOPTOTL,27.53036437,1970
SPPOP0014TOZS,96.35036496,1970
SPPOP1564TOZS,5.699481865,1970
SPPOP65UPTOZS,0.123609394,1970
ENPOPDNST,26.76798069,1970
SPPOPGROW,65.35326087,1970
ENURBLCTY,35.80097087,1970
ENURBLCTYURZS,99.42528736,1970
SPPOPTOTLFEZS,20,1970
SEPRMDURS,1,1970
SEPRMAGES,1,1970
SPRURTOTL,96.34369287,1970
SPRURTOTLZS,76.57657658,1970
SESECDURS,1,1970
SESECAGES,1,1970
AGSRFTOTLK2,0,1970
SPDYNTO65FEZS,33.10502283,1970
SPDYNTO65MAZS,17.62114537,1970
ITMLTMAIN,1.292017466,1970
ITMLTMAINP2,1.876679737,1970
SPURBTOTL,17.5616836,1970
SPURBTOTLINZS,23.42342342,1970
SPURBGROW,83.94461629,1970
NYADJDNGYCD,0,1971
NYADJDMINCD,0.783116568,1971
SPADOTFRT,41.98623402,1971
SPPOPDPND,88.88888889,1971
SPPOPDPNDOL,0.923076923,1971
SPPOPDPNDYG,90.84745763,1971
SPDYNCBRTIN,63.53276353,1971
AGPRDCROPXD,27.20577822,1971
SPDYNCDRTIN,23.65591398,1971
SPDYNTFRTIN,68.11023622,1971
AGPRDFOODXD,15.24830963,1971
AGLNDTOTLK2,100,1971
SPDYNLE00FEIN,36.67820069,1971
SPDYNLE00MAIN,31.2267658,1971
SPDYNLE00IN,33.69175627,1971
AGPRDLVSKXD,6.83567225,1971
ITCELSETS,0,1971
ITCELSETSP2,0,1971
SPPOPTOTL,30.36437247,1971
SPPOP0014TOZS,94.16058394,1971
SPPOP1564TOZS,8.808290155,1971
SPPOP65UPTOZS,0.247218789,1971
ENPOPDNST,29.46600245,1971
SPPOPGROW,63.99456522,1971
ENURBLCTY,39.68446602,1971
ENURBLCTYURZS,100,1971
SPPOPTOTLFEZS,20,1971
SEPRMDURS,1,1971
SEPRMAGES,1,1971
SPRURTOTL,96.34369287,1971
SPRURTOTLZS,73.87387387,1971
SESECDURS,1,1971
SESECAGES,1,1971
AGSRFTOTLK2,0,1971
SPDYNTO65FEZS,36.75799087,1971
SPDYNTO65MAZS,19.60352423,1971
ITMLTMAIN,1.570940053,1971
ITMLTMAINP2,2.256810504,1971
SPURBTOTL,19.59361393,1971
SPURBTOTLINZS,26.12612613,1971
SPURBGROW,73.48652232,1971
NYADJDNGYCD,0,1972
NYADJDMINCD,0.938925154,1972
SPADOTFRT,38.38085873,1972
SPPOPDPND,84.04040404,1972
SPPOPDPNDOL,0.512820513,1972
SPPOPDPNDYG,86.94915254,1972
SPDYNCBRTIN,55.84045584,1972
AGPRDCROPXD,29.04687721,1972
SPDYNCDRTIN,13.97849462,1972
SPDYNTFRTIN,60.23622047,1972
AGPRDFOODXD,15.36488692,1972
AGLNDTOTLK2,100,1972
SPDYNLE00FEIN,38.4083045,1972
SPDYNLE00MAIN,32.34200743,1972
SPDYNLE00IN,35.12544803,1972
AGPRDLVSKXD,7.922136713,1972
ITCELSETS,0,1972
ITCELSETSP2,0,1972
SPPOPTOTL,33.19838057,1972
SPPOP0014TOZS,91.60583942,1972
SPPOP1564TOZS,12.43523316,1972
SPPOP65UPTOZS,0.494437577,1972
ENPOPDNST,32.16402422,1972
SPPOPGROW,61.95652174,1972
ENURBLCTY,42.96116505,1972
ENURBLCTYURZS,98.27586207,1972
SPPOPTOTLFEZS,0,1972
SEPRMDURS,1,1972
SEPRMAGES,1,1972
SPRURTOTL,94.51553931,1972
SPRURTOTLZS,71.35135135,1972
SESECDURS,1,1972
SESECAGES,1,1972
AGSRFTOTLK2,0,1972
SPDYNTO65FEZS,40.4109589,1972
SPDYNTO65MAZS,21.58590308,1972
ITMLTMAIN,1.89748357,1972
ITMLTMAINP2,2.686523545,1972
SPURBTOTL,21.91582003,1972
SPURBTOTLINZS,28.64864865,1972
SPURBGROW,70.98247165,1972
NYADJDNGYCD,0,1973
NYADJDMINCD,12.18814272,1973
SPADOTFRT,39.03638151,1973
SPPOPDPND,78.78787879,1973
SPPOPDPNDOL,0.205128205,1973
SPPOPDPNDYG,82.71186441,1973
SPDYNCBRTIN,54.41595442,1973
AGPRDCROPXD,31.02959921,1973
SPDYNCDRTIN,31.1827957,1973
SPDYNTFRTIN,59.4488189,1973
AGPRDFOODXD,16.99696899,1973
AGLNDTOTLK2,100,1973
SPDYNLE00FEIN,39.79238754,1973
SPDYNLE00MAIN,33.45724907,1973
SPDYNLE00IN,36.55913978,1973
AGPRDLVSKXD,8.646446356,1973
ITCELSETS,0,1973
ITCELSETSP2,0,1973
SPPOPTOTL,35.62753036,1973
SPPOP0014TOZS,88.32116788,1973
SPPOP1564TOZS,16.58031088,1973
SPPOP65UPTOZS,0.86526576,1973
ENPOPDNST,34.86204598,1973
SPPOPGROW,60.59782609,1973
ENURBLCTY,46.48058252,1973
ENURBLCTYURZS,96.55172414,1973
SPPOPTOTLFEZS,0,1973
SEPRMDURS,1,1973
SEPRMAGES,1,1973
SPRURTOTL,93.60146252,1973
SPRURTOTLZS,68.64864865,1973
SESECDURS,1,1973
SESECAGES,1,1973
AGSRFTOTLK2,0,1973
SPDYNTO65FEZS,42.23744292,1973
SPDYNTO65MAZS,22.68722467,1973
ITMLTMAIN,2.281852502,1973
ITMLTMAINP2,3.165818861,1973
SPURBTOTL,24.23802612,1973
SPURBTOTLINZS,31.35135135,1973
SPURBGROW,68.77301517,1973
NYADJDNGYCD,0,1974
NYADJDMINCD,19.43127962,1974
