indicator,value,year
NYADJDNGYCD,0.047958072,1975
NYADJDMINCD,3.683171879,1975
SPADOTFRT,36.4640884,1975
SPPOPDPND,71.20822622,1975
SPPOPDPNDOL,68.29268293,1975
SPPOPDPNDYG,71.17346939,1975
SPDYNCBRTIN,66.66666667,1975
AGPRDCROPXD,26.07958025,1975
SPDYNCDRTIN,47.5,1975
SPDYNTFRTIN,64.6039604,1975
AGPRDFOODXD,22.34294635,1975
AGLNDTOTLK2,1,1975
SPDYNLE00FEIN,35.15625,1975
SPDYNLE00MAIN,34.11764706,1975
SPDYNLE00IN,34.90566038,1975
AGPRDLVSKXD,15.08227862,1975
ITCELSETS,0,1975
ITCELSETSP2,0,1975
SPPOPTOTL,21.80232558,1975
SPPOP0014TOZS,76.19047619,1975
SPPOP1564TOZS,25.21008403,1975
SPPOP65UPTOZS,18.98734177,1975
ENPOPDNST,21.61124423,1975
SPPOPGROW,68.04733728,1975
ENURBLCTY,28.64637985,1975
ENURBLCTYURZS,100,1975
SPPOPTOTLFEZS,0,1975
SEPRMDURS,1,1975
SEPRMAGES,100,1975
SPRURTOTL,27.39273927,1975
SPRURTOTLZS,71.50537634,1975
SESECDURS,1,1975
SESECAGES,91.66666667,1975
AGSRFTOTLK2,1,1975
SPDYNTO65FEZS,33.50515464,1975
SPDYNTO65MAZS,32.9787234,1975
ITMLTMAIN,6.034826957,1975
ITMLTMAINP2,12.50260184,1975
SPURBTOTL,17.48832382,1975
SPURBTOTLINZS,28.49462366,1975
SPURBGROW,62.96296296,1975
NYADJDNGYCD,0.124719588,1976
NYADJDMINCD,3.040960088,1976
SPADOTFRT,34.80662983,1976
SPPOPDPND,68.89460154,1976
SPPOPDPNDOL,70.73170732,1976
SPPOPDPNDYG,68.87755102,1976
SPDYNCBRTIN,65.64102564,1976
AGPRDCROPXD,31.61184097,1976
SPDYNCDRTIN,46.92307692,1976
SPDYNTFRTIN,61.88118812,1976
AGPRDFOODXD,26.27494906,1976
AGLNDTOTLK2,1,1976
SPDYNLE00FEIN,36.71875,1976
SPDYNLE00MAIN,34.11764706,1976
SPDYNLE00IN,35.8490566,1976
AGPRDLVSKXD,14.3382022,1976
ITCELSETS,0,1976
ITCELSETSP2,0,1976
SPPOPTOTL,23.54651163,1976
SPPOP0014TOZS,73.80952381,1976
SPPOP1564TOZS,27.73109244,1976
SPPOP65UPTOZS,22.78481013,1976
ENPOPDNST,23.34359242,1976
SPPOPGROW,66.27218935,1976
ENURBLCTY,30.53515215,1976
ENURBLCTYURZS,98.8372093,1976
SPPOPTOTLFEZS,0,1976
SEPRMDURS,1,1976
SEPRMAGES,100,1976
SPRURTOTL,29.37293729,1976
SPRURTOTLZS,69.89247312,1976
SESECDURS,1,1976
SESECAGES,91.66666667,1976
AGSRFTOTLK2,1,1976
SPDYNTO65FEZS,35.05154639,1976
SPDYNTO65MAZS,32.9787234,1976
ITMLTMAIN,6.5273069,1976
ITMLTMAINP2,13.16580741,1976
SPURBTOTL,19.0451479,1976
SPURBTOTLINZS,30.10752688,1976
SPURBGROW,52.11640212,1976
NYADJDNGYCD,0.324345238,1977
NYADJDMINCD,3.699245291,1977
SPADOTFRT,33.14917127,1977
SPPOPDPND,66.58097686,1977
SPPOPDPNDOL,73.17073171,1977
SPPOPDPNDYG,66.58163265,1977
SPDYNCBRTIN,64.61538462,1977
AGPRDCROPXD,33.02433306,1977
SPDYNCDRTIN,46.34615385,1977
SPDYNTFRTIN,59.40594059,1977
AGPRDFOODXD,27.69483893,1977
AGLNDTOTLK2,1,1977
SPDYNLE00FEIN,37.5,1977
SPDYNLE00MAIN,35.29411765,1977
SPDYNLE00IN,36.79245283,1977
AGPRDLVSKXD,16.1053837,1977
ITCELSETS,0,1977
ITCELSETSP2,0,1977
SPPOPTOTL,25.29069767,1977
SPPOP0014TOZS,71.42857143,1977
SPPOP1564TOZS,29.41176471,1977
SPPOP65UPTOZS,25.3164557,1977
ENPOPDNST,25.07594062,1977
SPPOPGROW,65.0887574,1977
ENURBLCTY,32.42392445,1977
ENURBLCTYURZS,97.6744186,1977
SPPOPTOTLFEZS,0,1977
SEPRMDURS,1,1977
SEPRMAGES,100,1977
SPRURTOTL,31.35313531,1977
SPRURTOTLZS,67.74193548,1977
SESECDURS,1,1977
SESECAGES,91.66666667,1977
AGSRFTOTLK2,1,1977
SPDYNTO65FEZS,36.08247423,1977
SPDYNTO65MAZS,34.04255319,1977
ITMLTMAIN,8.004746728,1977
ITMLTMAINP2,15.86436805,1977
SPURBTOTL,20.60197198,1977
SPURBTOTLINZS,32.25806452,1977
SPURBGROW,51.32275132,1977
NYADJDNGYCD,0.233884269,1978
NYADJDMINCD,3.104665107,1978
SPADOTFRT,30.38674033,1978
SPPOPDPND,64.26735219,1978
SPPOPDPNDOL,73.17073171,1978
SPPOPDPNDYG,64.28571429,1978
SPDYNCBRTIN,63.58974359,1978
